,UDI,Product ID,Type,Air temperature [K],Rotational speed [rpm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF
1489,2405,M17264,M,299.1,0.31621459577724054,178.0,False,False,False,False,False,False
1490,1367,M16226,M,298.7,0.31621459575036914,72.0,False,False,False,False,False,False
1491,4236,L51415,L,302.2,0.31621459575595035,66.0,False,False,False,False,False,False
1492,1696,L48875,L,298.0,0.3162145957605655,33.0,False,False,False,False,False,False
1493,1916,L49095,L,298.0,0.3162145957595429,202.0,False,False,False,False,False,False
1494,813,L47992,L,296.8,0.3162145957475922,128.0,False,False,False,False,False,False
1495,507,L47686,L,297.6,0.3162145957624728,8.0,False,False,False,False,False,False
1496,1827,H31240,H,297.8,0.3162145957609728,166.0,False,False,False,False,False,False
1497,6486,L53665,L,300.6,0.31621459576659067,162.0,False,False,False,False,False,False
1498,7560,M22419,M,300.4,0.3162145957491972,122.0,False,False,False,False,False,False
1499,8256,L55435,L,299.0,0.3162145957655784,134.0,False,False,False,False,False,False
1500,1041,L48220,L,300.0085898275486,0.31621459576015026,84.0,False,False,False,False,False,False
1501,2979,H32392,H,300.5,0.31621459576713695,103.0,False,False,False,False,False,False
1502,2848,L50027,L,300.4,0.31621459576148514,202.0,False,False,False,False,False,False
1503,896,M15755,M,295.6,0.31621459575573396,126.0,False,False,False,False,False,False
1504,5617,L52796,L,303.0,0.31621459575879135,125.0,False,False,False,False,False,False
1505,3751,L50930,L,302.3,0.3162145957647905,141.0,False,False,False,False,False,False
1506,2085,L49264,L,299.5,0.31621459575623584,5.0,False,False,False,False,False,False
1507,7569,L54748,L,300.2,0.316214595766505,108.0,False,False,False,False,False,False
1508,2274,L49453,L,299.3,0.3162145957647905,74.0,False,False,False,False,False,False
1509,9659,L56838,L,300.0085898275486,0.31621459576273875,214.0,False,False,False,False,False,False
1510,4778,M19637,M,303.5,0.31621459577304534,109.0,False,False,False,False,False,False
1511,1758,M16617,M,298.1,0.3162145957473001,190.0,False,False,False,False,False,False
1512,9494,L56673,L,299.1,0.3162145957529038,217.0,True,False,False,False,True,False
1513,1201,M16060,M,296.9,0.3162145957553692,71.0,False,False,False,False,False,False
1514,3966,L51145,L,300.0085898275486,0.3162145957604477,55.0,False,False,False,False,False,False
1515,4655,M19514,M,303.1,0.31621459576062416,16.0,False,False,False,False,False,False
1516,4482,M19341,M,300.0085898275486,0.31621459576252625,25.0,False,False,False,False,False,False
1518,7740,L54919,L,300.5,0.31621459576416394,149.0,False,False,False,False,False,False
1519,3520,M18379,M,301.9,0.3162145957638175,188.0,False,False,False,False,False,False
1520,3054,H32467,H,300.2,0.3162145957603885,63.0,False,False,False,False,False,False
1521,6214,L53393,L,300.0085898275486,0.3162145957629489,95.0,False,False,False,False,False,False
1522,1397,L48576,L,299.0,0.31621459575898164,153.0,False,False,False,False,False,False
1523,856,L48035,L,296.1,0.31621459576598165,18.0,False,False,False,False,False,False
1524,8278,H37691,H,298.8,0.31621459574301847,202.0,False,False,False,False,False,False
1525,9199,M24058,M,297.9,0.31621459576220323,54.0,False,False,False,False,False,False
1526,9861,H39274,H,298.7,0.31621459577121025,73.0,False,False,False,False,False,False
1527,2475,L49654,L,298.9,0.3162145957602101,145.0,False,False,False,False,False,False
1528,2329,L49508,L,299.3,0.31621459576431044,211.0,False,False,False,False,False,False
1529,7356,L54535,L,299.6,0.3162145957647431,108.0,False,False,False,False,False,False
1530,3084,L50263,L,300.1,0.3162145957697912,108.0,False,False,False,False,False,False
1531,8798,L55977,L,297.2,0.3162145957638175,63.0,False,False,False,False,False,False
1532,9331,M24190,M,298.4,0.3162145957604477,191.0,False,False,False,False,False,False
1533,3485,L50664,L,301.9,0.31621459576114497,90.0,False,False,False,False,False,False
1534,870,L48049,L,300.0085898275486,0.3162145957494718,108.0,False,False,False,False,False,False
1535,3960,M18819,M,302.2,0.31621459576220323,37.0,False,False,False,False,False,False
1536,3689,L50868,L,302.0,0.3162145957546235,192.0,False,False,False,False,False,False
1537,7016,L54195,L,300.0085898275486,0.31621459575693545,29.0,False,False,False,False,False,False
1538,6620,M21479,M,301.7,0.316214595766505,78.0,False,False,False,False,False,False
1539,4334,L51513,L,301.6,0.3162145957647431,89.0,False,False,False,False,False,False
1540,2014,L49193,L,298.6,0.3162145957591076,38.0,False,False,False,False,False,False
1541,5418,L52597,L,302.6,0.3162145957519173,108.0,False,False,False,False,False,False
1542,1496,H30909,H,297.9,0.31621459575166505,184.0,False,False,False,False,False,False
1543,7149,M22008,M,300.3,0.31621459576607,158.0,False,False,False,False,False,False
1544,560,L47739,L,297.5,0.3162145957602101,144.0,False,False,False,False,False,False
1545,9499,H38912,H,299.2,0.31621459576241917,5.0,False,False,False,False,False,False
1546,6881,M21740,M,300.9,0.3162145957725763,100.0,False,False,False,False,False,False
1547,7828,M22687,M,299.8,0.31621459575693545,167.0,False,False,False,False,False,False
1548,1055,H30468,H,296.8,0.316214595766505,117.0,False,False,False,False,False,False
1549,6262,L53441,L,301.1,0.31621459575439553,10.0,False,False,False,False,False,False
1550,8350,M23209,M,298.7,0.31621459575923283,183.0,False,False,False,False,False,False
1551,3205,L50384,L,300.0085898275486,0.31621459575338395,108.0,False,False,False,False,False,False
1552,7182,L54361,L,300.0085898275486,0.3162145957469063,30.0,False,False,False,False,False,False
1553,456,L47635,L,297.4,0.3162145957552956,96.0,False,False,False,False,False,False
1554,7019,M21878,M,300.7,0.3162145957511538,36.0,False,False,False,False,False,False
1555,2579,L49758,L,299.4,0.3162145957523327,185.0,False,False,False,False,False,False
1556,2420,M17279,M,298.9,0.31621459574660776,11.0,False,False,False,False,False,False
1557,9903,H39316,H,298.7,0.31621459575322486,190.0,False,False,False,False,False,False
1558,6243,L53422,L,300.0085898275486,0.31621459575853517,173.0,False,False,False,False,False,False
1559,8448,L55627,L,298.6,0.316214595756022,17.0,False,False,False,False,False,False
1560,9977,L57156,L,298.6,0.31621459576954597,177.0,False,False,False,False,False,False
1561,2630,L49809,L,300.0,0.3162145957646478,103.0,False,False,False,False,False,False
1562,5107,L52286,L,304.0,0.31621459576114497,117.0,False,False,False,False,False,False
1563,9600,L56779,L,299.0,0.31621459575768224,56.0,False,False,False,False,False,False
1564,6435,M21294,M,300.0085898275486,0.31621459575966576,33.0,False,False,False,False,False,False
1565,246,M15105,M,297.9,0.316214595766505,209.0,False,False,False,False,False,False
1566,7086,L54265,L,300.6,0.31621459575904465,213.0,False,False,False,False,False,False
1567,3552,L50731,L,301.9,0.3162145957725199,54.0,False,False,False,False,False,False
1568,3708,M18567,M,302.1,0.31621459575984867,28.0,False,False,False,False,False,False
1569,9883,L57062,L,298.8,0.3162145957749574,134.0,False,False,False,False,False,False
1570,2607,H32020,H,299.4,0.31621459576198496,39.0,False,False,False,False,False,False
1571,1462,L48641,L,298.9,0.31621459575948124,101.0,False,False,False,False,False,False
1572,6879,H36292,H,300.9,0.31621459576108774,108.0,False,False,False,False,False,False
1573,7739,M22598,M,300.5,0.3162145957393858,108.0,False,False,False,False,False,False
1574,8970,L56149,L,297.0,0.31621459575274186,96.0,False,False,False,False,False,False
1575,1682,M16541,M,297.8,0.3162145957726604,222.0,False,False,False,False,False,False
1576,2336,L49515,L,299.2,0.3162145957605655,0.0,False,False,False,False,False,False
1577,9439,M24298,M,298.1,0.3162145957452809,59.0,False,False,False,False,False,False
1578,155,L47334,L,298.4,0.3162145957616531,196.0,False,False,False,False,False,False
1579,4967,L52146,L,303.8,0.31621459577234917,170.0,False,False,False,False,False,False
1580,3412,L50591,L,300.0085898275486,0.31621459575454774,125.0,False,False,False,False,False,False
1581,5187,L52366,L,304.0,0.31621459578172834,117.0,False,False,False,False,False,False
1582,1391,L48570,L,298.9,0.31621459575377764,140.0,False,False,False,False,False,False
1583,290,L47469,L,298.1,0.3162145957558063,103.0,False,False,False,False,False,False
1584,227,L47406,L,298.3,0.31621459574670757,166.0,False,False,False,False,False,False
1585,7918,L55097,L,300.9,0.316214595758406,171.0,False,False,False,False,False,False
1586,378,M15237,M,300.0085898275486,0.31621459575492444,120.0,False,False,False,False,False,False
1587,2374,L49553,L,300.0085898275486,0.31621459574873384,96.0,False,False,False,False,False,False
1588,4088,L51267,L,301.9,0.31621459575106764,126.0,True,False,True,False,False,False
1589,5472,L52651,L,302.7,0.316214595748358,170.0,False,False,False,False,False,True
1590,1433,L48612,L,298.8,0.3162145957558784,23.0,False,False,False,False,False,False
1591,5657,M20516,M,302.3,0.3162145957453849,4.0,False,False,False,False,False,False
1592,431,L47610,L,297.5,0.3162145957651192,30.0,False,False,False,False,False,False
1593,3114,M17973,M,299.9,0.3162145957482633,10.0,False,False,False,False,False,False
1594,3821,L51000,L,302.3,0.31621459575469907,102.0,False,False,False,False,False,False
1595,2850,L50029,L,300.4,0.3162145957715504,207.0,False,False,False,False,False,False
1596,194,H29607,H,298.2,0.31621459576855954,108.0,False,False,False,False,False,False
1597,9620,M24479,M,298.9,0.31621459574610383,106.0,False,False,False,False,False,False
1598,4922,L52101,L,303.4,0.3162145957422299,54.0,False,False,False,False,False,False
1599,8751,L55930,L,297.3,0.31621459577148925,148.0,False,False,False,False,False,False
1600,6321,M21180,M,300.8,0.31621459574411476,157.0,False,False,False,False,False,False
1601,7203,L54382,L,300.0,0.3162145957464071,80.0,False,False,False,False,False,False
1603,1856,H31269,H,297.7,0.3162145957376201,47.0,False,False,False,False,False,False
1604,9815,H39228,H,300.0085898275486,0.3162145957553692,162.0,False,False,False,False,False,False
1605,4975,L52154,L,303.8,0.3162145957541655,190.0,False,False,False,False,False,False
1606,4311,L51490,L,300.0085898275486,0.3162145957718521,30.0,False,False,False,False,False,False
1607,7899,L55078,L,300.8,0.3162145957548495,123.0,False,False,False,False,False,False
1608,735,H30148,H,297.0,0.31621459574422245,168.0,False,False,False,False,False,False
1609,6406,L53585,L,300.1,0.31621459577946115,173.0,False,False,False,False,False,False
1610,7289,M22148,M,300.2,0.3162145957767815,108.0,False,False,False,False,False,False
1611,8901,M23760,M,297.3,0.3162145957645521,141.0,False,False,False,False,False,False
1612,9299,L56478,L,298.1,0.3162145957450719,108.0,False,False,False,False,False,False
1613,696,L47875,L,297.6,0.31621459575923283,64.0,False,False,False,False,False,False
1614,5754,L52933,L,302.2,0.3162145957543191,48.0,False,False,False,False,False,False
1615,1579,L48758,L,298.3,0.31621459576497907,174.0,False,False,False,False,False,False
1616,9950,M24809,M,298.2,0.31621459575393346,110.0,False,False,False,False,False,False
1617,5096,M19955,M,304.1,0.3162145957552218,88.0,False,False,False,False,False,False
1618,5466,L52645,L,302.9,0.31621459575492444,155.0,False,False,False,False,False,False
1619,908,M15767,M,295.6,0.3162145957682158,161.0,False,False,False,False,False,False
1620,1021,L48200,L,300.0085898275486,0.31621459575072053,33.0,False,False,False,False,False,False
1621,5679,M20538,M,302.2,0.3162145957645521,63.0,False,False,False,False,False,False
1622,4518,L51697,L,302.4,0.31621459576120203,121.0,False,False,False,False,False,False
1623,7122,M21981,M,300.9,0.31621459575098126,87.0,False,False,False,False,False,False
1624,1276,M16135,M,298.1,0.316214595749834,70.0,False,False,False,False,False,False
1625,1723,M16582,M,298.2,0.3162145957761778,93.0,False,False,False,False,False,False
1626,4770,H34183,H,303.6,0.31621459576252625,108.0,False,False,False,False,False,False
1627,3437,L50616,L,300.0085898275486,0.3162145957578818,189.0,False,False,False,False,False,False
1628,4616,L51795,L,303.0,0.31621459577234917,157.0,False,False,False,False,False,False
1629,3847,L51026,L,302.3,0.3162145957533045,173.0,False,False,False,False,False,False
1630,4038,M18897,M,302.0,0.31621459576571387,4.0,False,False,False,False,False,False
1631,7017,L54196,L,300.0085898275486,0.3162145957605655,31.0,False,False,False,False,False,False
1632,9150,M24009,M,297.5,0.3162145957552956,129.0,False,False,False,False,False,False
1633,6413,L53592,L,300.4,0.3162145957548495,189.0,False,False,False,False,False,False
1634,4358,L51537,L,302.0,0.3162145957536209,154.0,False,False,False,False,False,False
1635,693,L47872,L,300.0085898275486,0.31621459575872757,58.0,False,False,False,False,False,False
1636,3203,L50382,L,300.0085898275486,0.3162145957553692,24.0,False,False,False,False,False,False
1637,2209,H31622,H,299.8,0.31621459575573396,111.0,False,False,False,False,False,False
1638,9400,L56579,L,297.8,0.3162145957585995,170.0,False,False,False,False,False,False
1639,4287,M19146,M,301.7,0.31621459575566147,189.0,False,False,False,False,False,False
1640,5746,L52925,L,300.0085898275486,0.31621459577685657,21.0,False,False,False,False,False,False
1641,8617,L55796,L,297.6,0.3162145957491972,13.0,False,False,False,False,False,False
1642,3308,M18167,M,301.4,0.3162145957635154,108.0,False,False,False,False,False,False
1643,8064,M22923,M,300.3,0.31621459576289657,84.0,False,False,False,False,False,False
1644,4042,L51221,L,302.0,0.31621459576225747,13.0,False,False,False,False,False,False
1645,777,L47956,L,300.0085898275486,0.316214595758014,35.0,False,False,False,False,False,False
1646,8514,M23373,M,298.2,0.3162145957586636,182.0,False,False,False,False,False,False
1647,2973,M17832,M,300.6,0.31621459575551575,84.0,False,False,False,False,False,False
1648,7021,L54200,L,300.8,0.3162145957574809,41.0,False,False,False,False,False,False
1649,2339,L49518,L,299.3,0.31621459576750477,6.0,False,False,False,False,False,False
1650,8840,M23699,M,297.4,0.31621459575106764,181.0,False,False,False,False,False,False
1651,9019,L56198,L,297.3,0.31621459576598165,217.0,True,True,False,False,False,False
1652,7366,L54545,L,299.6,0.31621459577807426,60.0,False,False,False,False,False,False
1653,6037,M20896,M,300.6,0.316214595753145,94.0,False,False,False,False,False,False
1654,656,L47835,L,297.7,0.31621459575573396,165.0,False,False,False,False,False,False
1655,3199,M18058,M,300.0,0.31621459575768224,11.0,False,False,False,False,False,False
1656,5544,L52723,L,302.4,0.3162145957383869,138.0,False,False,False,False,False,False
1657,5928,L53107,L,300.0085898275486,0.3162145957674237,43.0,False,False,False,False,False,False
1658,4481,H33894,H,302.7,0.31621459574422245,20.0,True,False,True,False,False,False
1659,2514,L49693,L,299.0,0.31621459576450395,25.0,False,False,False,False,False,False
1660,2696,L49875,L,300.0,0.31621459577434824,49.0,False,False,False,False,False,False
1661,2070,H31483,H,299.7,0.3162145957630011,179.0,False,False,False,False,False,False
1662,4817,L51996,L,303.4,0.316214595761259,108.0,True,True,False,False,False,False
1663,2077,L49256,L,299.4,0.31621459576252625,197.0,False,False,False,False,False,False
1664,6601,M21460,M,301.5,0.31621459575492444,26.0,False,False,False,False,False,False
1665,4059,M18918,M,302.0,0.3162145957572097,108.0,False,False,False,False,False,False
1666,3418,L50597,L,301.6,0.31621459576624533,137.0,False,False,False,False,False,False
1667,8179,L55358,L,299.7,0.31621459574892,108.0,False,False,False,False,False,False
1668,4471,L51650,L,302.7,0.31621459576356614,0.0,False,False,False,False,False,False
1669,8164,L55343,L,299.7,0.3162145957640656,135.0,False,False,False,False,False,False
1670,6422,L53601,L,300.3,0.3162145957615973,108.0,False,False,False,False,False,False
1671,6570,M21429,M,301.4,0.31621459575098126,168.0,False,False,False,False,False,False
1672,7971,M22830,M,300.9,0.31621459574335103,76.0,False,False,False,False,False,False
1673,1831,L49010,L,297.8,0.31621459577410443,178.0,False,False,False,False,False,False
1674,3454,L50633,L,301.5,0.3162145957549991,7.0,False,False,False,False,False,False
1675,6777,L53956,L,301.3,0.3162145957568664,42.0,False,False,False,False,False,False
1676,6057,L53236,L,300.8,0.3162145957668029,108.0,False,False,False,False,False,False
1677,9850,L57029,L,298.6,0.3162145957813259,44.0,False,False,False,False,False,False
1678,8172,H37585,H,300.0,0.31621459576709554,155.0,False,False,False,False,False,False
1679,4601,L51780,L,303.0,0.3162145957495628,115.0,True,False,True,False,False,False
1680,689,H30102,H,297.6,0.31621459577056843,41.0,False,False,False,False,False,False
1681,5680,M20539,M,302.2,0.3162145957578818,66.0,False,False,False,False,False,False
1682,8447,L55626,L,298.5,0.31621459575891836,15.0,False,False,False,False,False,False
1683,2006,L49185,L,300.0085898275486,0.3162145957602697,20.0,False,False,False,False,False,False
1684,9788,H39201,H,300.0085898275486,0.3162145957546235,82.0,False,False,False,False,False,False
1685,3810,L50989,L,302.2,0.31621459574873384,76.0,False,False,False,False,False,False
1686,273,L47452,L,298.1,0.31621459575904465,59.0,False,False,False,False,False,False
1687,9542,M24401,M,299.5,0.3162145957711789,114.0,False,False,False,False,False,False
1688,5364,L52543,L,303.2,0.31621459576108774,146.0,False,False,False,False,False,False
1689,3208,M18067,M,300.2,0.31621459576713695,37.0,False,False,False,False,False,False
1690,4970,L52149,L,303.9,0.3162145957616531,177.0,False,False,False,False,False,False
1691,2086,L49265,L,300.0085898275486,0.3162145957576153,7.0,False,False,False,False,False,False
1692,8858,L56037,L,297.7,0.3162145957707966,24.0,False,False,False,False,False,False
1693,6314,L53493,L,300.0085898275486,0.3162145957560935,140.0,False,False,False,False,False,False
1694,7654,L54833,L,300.4,0.3162145957595429,149.0,False,False,False,False,False,False
1695,3283,L50462,L,301.2,0.3162145957609151,21.0,False,False,False,False,False,False
1696,5079,M19938,M,304.3,0.31621459575891836,41.0,False,False,False,False,False,False
1697,9164,L56343,L,297.6,0.31621459575424243,169.0,False,False,False,False,False,False
1698,3127,L50306,L,300.0,0.31621459575996985,46.0,False,False,False,False,False,False
1699,5474,L52653,L,302.7,0.3162145957504574,174.0,False,False,False,False,False,False
1700,4587,L51766,L,302.7,0.3162145957526605,80.0,False,False,False,False,False,False
1701,713,L47892,L,297.5,0.31621459575700434,112.0,False,False,False,False,False,False
1702,3713,L50892,L,302.3,0.3162145957624728,39.0,False,False,False,False,False,False
1703,6170,L53349,L,300.7,0.31621459575665806,218.0,False,False,False,False,False,False
1704,7818,H37231,H,299.8,0.31621459577211775,139.0,False,False,False,False,False,False
1705,2169,M17028,M,299.5,0.3162145957546235,5.0,False,False,False,False,False,False
1706,9106,M23965,M,297.3,0.3162145957685217,21.0,False,False,False,False,False,False
1707,4660,M19519,M,303.1,0.31621459575935734,27.0,False,False,False,False,False,False
1708,2900,L50079,L,300.6,0.3162145957538557,99.0,False,False,False,False,False,False
1709,3798,L50977,L,302.1,0.31621459576628885,45.0,False,False,False,False,False,False
1710,5815,M20674,M,301.3,0.31621459575322486,197.0,False,False,False,False,False,False
1711,584,H29997,H,297.7,0.3162145957692605,210.0,False,False,False,False,False,False
1712,2542,H31955,H,299.1,0.3162145957630011,108.0,False,False,False,False,False,False
1713,1349,L48528,L,298.7,0.3162145957499239,28.0,False,False,False,False,False,False
1714,9809,M24668,M,298.2,0.3162145957561648,147.0,False,False,False,False,False,False
1715,3780,L50959,L,302.3,0.31621459576774535,3.0,False,False,False,False,False,False
1716,6876,M21735,M,300.8,0.3162145957649321,82.0,False,False,False,False,False,False
1717,6773,L53952,L,301.3,0.31621459576209443,31.0,False,False,False,False,False,False
1718,523,M15382,M,297.5,0.31621459575665806,46.0,False,False,False,False,False,False
1719,3263,L50442,L,301.3,0.31621459576326,184.0,False,False,False,False,False,False
1720,3909,L51088,L,302.3,0.3162145957667607,114.0,False,False,False,False,False,False
1721,2674,L49853,L,299.8,0.31621459575879135,108.0,False,False,False,False,False,False
1722,2921,L50100,L,300.7,0.316214595765212,149.0,False,False,False,False,False,False
1723,2752,L49931,L,299.7,0.31621459575439553,187.0,False,False,False,False,False,False
1724,3961,L51140,L,302.2,0.3162145957522501,40.0,False,False,False,False,False,False
1725,9034,L56213,L,300.0085898275486,0.3162145957519173,35.0,False,False,False,False,False,False
1726,5266,M20125,M,303.5,0.31621459577468064,100.0,False,False,False,False,False,False
1727,2462,M17321,M,298.9,0.31621459576103034,114.0,False,False,False,False,False,False
1728,4594,L51773,L,303.0,0.31621459575377764,98.0,False,False,False,False,False,False
1729,7882,L55061,L,300.8,0.3162145957596044,79.0,False,False,False,False,False,False
1730,6288,M21147,M,301.1,0.31621459575872757,72.0,False,False,False,False,False,False
1731,1165,L48344,L,297.1,0.3162145957711789,206.0,False,False,False,False,False,False
1732,5952,L53131,L,300.7,0.3162145957674643,102.0,False,False,False,False,False,False
1733,4833,L52012,L,303.5,0.3162145957558063,32.0,False,False,False,False,False,False
1734,8242,M23101,M,298.9,0.31621459577872596,98.0,False,False,False,False,False,False
1735,3765,L50944,L,302.4,0.31621459574670757,176.0,False,False,False,False,False,False
1736,6922,L54101,L,301.1,0.31621459575551575,202.0,False,False,False,False,False,False
1737,5750,H35163,H,302.2,0.3162145957468071,108.0,False,False,False,False,False,False
1738,4372,L51551,L,302.0,0.31621459575879135,199.0,False,False,False,False,False,False
1739,8748,L55927,L,297.3,0.3162145957602697,142.0,False,False,False,False,False,False
1740,8770,M23629,M,297.4,0.31621459575693545,197.0,False,False,False,False,False,False
1741,7376,M22235,M,299.4,0.31621459576371735,87.0,False,False,False,False,False,False
1742,4821,M19680,M,303.6,0.316214595766505,7.0,False,False,False,False,False,False
1743,4035,L51214,L,302.0,0.31621459576598165,108.0,True,True,False,False,False,False
1744,3772,M18631,M,302.3,0.31621459575174937,192.0,False,False,False,False,False,False
1745,5204,M20063,M,303.7,0.31621459576829286,163.0,False,False,False,False,False,False
1746,6584,M21443,M,301.5,0.3162145957602101,200.0,False,False,False,False,False,False
1747,8477,L55656,L,298.5,0.3162145957646,89.0,False,False,False,False,False,False
1748,5061,L52240,L,304.0,0.31621459576241917,198.0,False,False,False,False,False,False
1749,7415,L54594,L,300.1,0.3162145957661579,186.0,False,False,False,False,False,False
1750,6279,L53458,L,301.2,0.3162145957637675,49.0,False,False,False,False,False,False
1751,4907,H34320,H,303.6,0.3162145957558063,9.0,False,False,False,False,False,False
1752,9766,L56945,L,298.6,0.31621459575827604,14.0,False,False,False,False,False,False
1753,7930,M22789,M,300.6,0.3162145957682158,200.0,False,False,False,False,False,False
1754,4401,L51580,L,302.3,0.31621459574901273,36.0,True,False,True,False,False,False
1755,3587,L50766,L,300.0085898275486,0.31621459576497907,139.0,False,False,False,False,False,False
1756,9838,M24697,M,298.4,0.3162145957491972,8.0,False,False,False,False,False,False
1757,9259,H38672,H,298.3,0.3162145957513252,0.0,False,False,False,False,False,False
1758,952,H30365,H,300.0085898275486,0.3162145957605655,60.0,False,False,False,False,False,False
1759,113,M14972,M,298.8,0.31621459575990934,89.0,False,False,False,False,False,False
1760,9027,M23886,M,297.5,0.3162145957688216,15.0,False,False,False,False,False,False
1761,9426,M24285,M,298.1,0.31621459575424243,27.0,False,False,False,False,False,False
1762,443,L47622,L,297.4,0.31621459575298444,61.0,True,False,False,True,False,False
1763,111,L47290,L,298.8,0.31621459577442035,82.0,False,False,False,False,False,False
1764,3191,L50370,L,300.1,0.3162145957652582,216.0,False,False,False,False,False,False
1765,2019,L49198,L,298.7,0.31621459575098126,48.0,False,False,False,False,False,False
1766,6448,L53627,L,300.6,0.31621459574749516,62.0,False,False,False,False,False,False
1767,7063,M21922,M,300.6,0.3162145957536209,157.0,False,False,False,False,False,False
1768,9534,L56713,L,299.2,0.31621459576954597,95.0,False,False,False,False,False,False
1769,4488,L51667,L,302.5,0.3162145957558063,43.0,False,False,False,False,False,False
1770,9270,L56449,L,300.0085898275486,0.3162145957491051,108.0,False,False,False,False,False,False
1771,2312,M17171,M,299.1,0.31621459575948124,108.0,False,False,False,False,False,False
1772,1255,H30668,H,297.5,0.3162145957553692,2.0,False,False,False,False,False,False
1773,8328,M23187,M,298.7,0.31621459573826016,124.0,False,False,False,False,False,False
1774,6913,M21772,M,300.8,0.3162145957668029,178.0,False,False,False,False,False,False
1775,9902,M24761,M,298.7,0.3162145957548495,187.0,False,False,False,False,False,False
1776,9096,L56275,L,300.0085898275486,0.3162145957573457,202.0,False,False,False,False,False,False
1777,3251,H32664,H,301.2,0.31621459576968663,151.0,False,False,False,False,False,False
1778,8209,L55388,L,299.2,0.3162145957585995,19.0,False,False,False,False,False,False
1779,5104,L52283,L,304.1,0.31621459575298444,111.0,False,False,False,False,False,False
1780,2486,L49665,L,298.8,0.31621459576497907,175.0,False,False,False,False,False,False
1781,4538,L51717,L,300.0085898275486,0.31621459576273875,170.0,False,False,False,False,False,False
1782,6609,M21468,M,301.5,0.31621459576497907,50.0,False,False,False,False,False,False
1783,1818,L48997,L,300.0085898275486,0.3162145957680215,145.0,False,False,False,False,False,False
1784,429,M15288,M,297.6,0.3162145957650726,25.0,False,False,False,False,False,False
1785,6337,L53516,L,300.4,0.3162145957526605,201.0,False,False,False,False,False,False
1786,2787,M17646,M,300.2,0.3162145957666333,51.0,False,False,False,False,False,False
1787,5122,L52301,L,304.2,0.3162145957580798,154.0,False,False,False,False,False,False
1788,9897,M24756,M,298.8,0.316214595766114,173.0,False,False,False,False,False,False
1789,4611,L51790,L,300.0085898275486,0.3162145957525789,144.0,False,False,False,False,False,False
1790,5743,L52922,L,302.3,0.3162145957541655,11.0,False,False,False,False,False,False
1791,6953,L54132,L,300.0085898275486,0.31621459575990934,73.0,False,False,False,False,False,False
1792,9984,L57163,L,298.7,0.31621459576915195,195.0,False,False,False,False,False,False
1793,1664,M16523,M,298.1,0.316214595771335,176.0,False,False,False,False,False,False
1794,2440,L49619,L,300.0085898275486,0.31621459576911565,108.0,False,False,False,False,False,False
1795,2034,H31447,H,300.0085898275486,0.3162145957495628,85.0,False,False,False,False,False,False
1796,7572,L54751,L,300.3,0.3162145957655784,108.0,False,False,False,False,False,False
1797,8195,L55374,L,299.4,0.31621459575507355,213.0,False,False,False,False,False,False
1798,6658,L53837,L,301.4,0.3162145957508946,176.0,False,False,False,False,False,False
1799,5777,L52956,L,301.6,0.31621459574630634,104.0,False,False,False,False,False,False
1800,8338,M23197,M,298.8,0.3162145957647905,149.0,False,False,False,False,False,False
1801,4507,M19366,M,302.4,0.31621459576120203,97.0,False,False,False,False,False,False
1802,7432,M22291,M,300.0,0.31621459574892,10.0,False,False,False,False,False,False
1803,4707,L51886,L,303.5,0.31621459577631755,157.0,False,False,False,False,False,False
1804,4210,M19069,M,302.2,0.3162145957547744,3.0,False,False,False,False,False,False
1805,1501,M16360,M,298.0,0.3162145957787556,198.0,False,False,False,False,False,False
1806,2704,M17563,M,300.0085898275486,0.31621459575072053,65.0,False,False,False,False,False,False
1807,4123,L51302,L,302.2,0.3162145957576153,0.0,False,False,False,False,False,False
1808,128,L47307,L,298.9,0.3162145957540884,122.0,False,False,False,False,False,False
1809,5660,M20519,M,300.0085898275486,0.3162145957684077,12.0,False,False,False,False,False,False
1810,7763,M22622,M,300.3,0.3162145957530648,0.0,False,False,False,False,False,False
1811,2953,H32366,H,300.7,0.3162145957681384,29.0,False,False,False,False,False,False
1812,8398,L55577,L,298.5,0.3162145957702021,100.0,False,False,False,False,False,False
1813,8403,L55582,L,298.5,0.3162145957505454,113.0,False,False,False,False,False,False
1814,6176,L53355,L,300.9,0.31621459576103034,4.0,False,False,False,False,False,False
1815,3743,L50922,L,302.4,0.31621459576356614,122.0,False,False,False,False,False,False
1816,1155,L48334,L,300.0085898275486,0.316214595766462,177.0,False,False,False,False,False,False
1817,8215,L55394,L,299.2,0.3162145957523327,38.0,False,False,False,False,False,False
1818,1639,L48818,L,297.9,0.3162145957528229,104.0,False,False,False,False,False,False
1819,504,M15363,M,297.6,0.31621459575623584,0.0,False,False,False,False,False,False
1820,6178,L53357,L,301.0,0.3162145957615973,108.0,False,False,False,False,False,False
1821,1929,L49108,L,298.0,0.3162145957663323,24.0,False,False,False,False,False,False
1822,7754,M22613,M,300.5,0.31621459576488503,182.0,False,False,False,False,False,False
1823,3236,L50415,L,300.8,0.31621459577605626,111.0,False,False,False,False,False,False
1824,2292,M17151,M,299.5,0.31621459577475053,117.0,False,False,False,False,False,False
1825,2295,L49474,L,299.4,0.316214595766505,124.0,False,False,False,False,False,False
1826,8409,M23268,M,298.5,0.31621459576396677,127.0,False,False,False,False,False,False
1827,5924,M20783,M,300.4,0.3162145957621489,33.0,False,False,False,False,False,False
